gene	a100	a101	a102	a103	a104	a105	a106	a107	a108	a109	a10	a110	a111	a112	a113	a114	a115	a116	a117	a118	a119	a11	a120	a12	a13	a14	a15	a16	a17	a18	a19	a1	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a2	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a3	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a4	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a5	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a6	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a7	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a8	a90	a91	a92	a93	a94	a95	a96	a97	a98	a99	a9
macrolide-lincosamide-streptogramin__poxtA	0.0007810816573262085	0.0004785547182159078	0.00032596768467551765	0.0004507689374973523	0.0004421998417385254	0.00014578216521696428	0.0007409024822203142	0.0005980798825673342	0.000283825788934177	0.0004840032977065613	0.0007583469903945744	0.00043901112756815407	0.0004360064012535322	0.0003428809231322968	0.00015435881789854783	0.0005118888878318132	0.00018895635582531797	0.00034167125487309343	0.000283024453881007	0.0006177574988924754	0.00020237844383159246	0.0009684341893046503	0.00045119248447676594	0.00038481278059459726	0.0005403611882272145	0.0006925310017066537	0.0006263222227685183	0.0002555367813640257	0.0006503700283906758	0.0010712733373940068	0.0013732994039366518	0.000245946662688866	0.0004113393934014733	0.0005367862571886911	0.0004927190772424701	8.949236974508484e-05	8.837171076760055e-05	0.0005333385972286693	0.00026159712539956077	0.0002880170033259955	0.0003881617557047748	0.00031979322581662264	0.0001000480496908272	0.0002471466073051141	0.000294251113328108	0.0005293049146368092	0.0008728217804245199	0.00032657202876060324	0.0006254428008273049	0.0003371469617831692	0.00046415682881960607	0.000575723983729924	0.0004893501752475937	0.00024348928156345793	0.0005085328025919193	0.0003426729151566599	0.0001691216810944364	0.0002468100592809393	0.0004438791474221224	0.0002694365036505013	2.4784568956579392e-05	0.00032300558121428787	0.00044849745422042994	0.00030283023631117064	0.00026534741049340037	0.0003762341574707621	0.0005916548120560083	0.0005587533757303048	0.00010080250135396644	0.0004414648333641193	0.0003985263074202728	0.0006665282556382069	0.00032174271326015544	0.0003016675881492985	0.000997518428570526	0.0004135668732031196	0.00025497132000461693	0.0002414454417470233	0.0001540531743368455	0.0006796814685779016	0.000530388690604951	0.0005872668666775684	0.00035502590533466696	0.0003032013374390582	0.0003237033435359869	0.00020215892681815944	0.00018654497150616238	0.0002981661947377401	0.00014959087079467097	0.0004576664672704831	0.0005907101846163258	0.00047272341738449777	0.00015374033735252355	0.0004635690314088486	0.001102669871475674	0.0010962918046687918	0.00026182073736778105	0.00047607626091057047	0.0004100192529272143	0.0005550216233779135	9.300951019083976e-05	0.0005422730315316097	0.00036721578240178724	0.000302854032031787	0.00036455836776274085	0.0004006194417123448	0.0002927335747820001	0.0008789115281850037	0.00019797632573993385	0.000418746437805902	0.0003095429723312019	0.0004389115882586681	0.00015930197899370748	0.00011699161347900083	0.0003426717782443318	0.00020686037354293954	0.0004955515034851819	0.0001913388550538735	0.00028854500706642657	0.0004753516927651645
macrolide-lincosamide-streptogramin__salB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.673752708521055e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__salC	0	0	0	5.507343314628848e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vat(A)	0	0	0	0	0	0	0	0	0	0	0	0	4.8036600323531566e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25716731721677e-05	0	0	0	0	0	4.3513816640505614e-05	0	0	0	5.379818172109184e-05	4.0048500524044114e-05	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vat(B)	0.0031042252094253494	0.0030145276085140216	0.0037196133830858886	0.0027307148682241527	0.003304028712063536	0.002347838882152775	0.0028592483144564557	0.0025883762170695215	0.004792939386104848	0.0026119178639784748	0.004969932167454614	0.0036435179768609487	0.0016883826026047528	0.0027574561852271827	0.001919221671092021	0.0022815338165534326	0.0014909922032349974	0.002331514518560944	0.002385355819723638	0.003304268916086003	0.004012525538736827	0.0049529243106187695	0.0019718886185837205	0.0034238867962294727	0.0026417956204971343	0.0020870762055149724	0.0026429891004696665	0.004916406728628881	0.0026961341003828372	0.003076719429439107	0.0036979804160619445	0.004268602589856577	0.006393292335118826	0.0015318686881874923	0.003064182521015287	0.004021449216988953	0.006291596304515516	0.0022585980030920575	0.0036648181060113683	0.005773213752193695	0.00534503006214712	0.003133484289054771	0.002857124952211929	0.002564159606440367	0.003970894851508076	0.0038689117607753395	0.0026117440016906186	0.0026700638262351127	0.0015717535822891582	0.0025907302529540517	0.003978038741639632	0.0034804899970399135	0.0015671049125358864	0.0021305621506323646	0.0033186562848392465	0.0035628207388489473	0.004071818188891752	0.002178747780304318	0.0031118977286217356	0.006342472421114536	0.0031576554056331318	0.0022844485719172385	0.003964107858974875	0.0043068385752003426	0.0014605676351506787	0.0021580223371907865	0.0024915343165294785	0.002649851750058924	0.002999073970530518	0.006884347356429082	0.0031310825242040928	0.001607955684379574	0.0014781022595479107	0.005115966059837048	0.0020886532904438684	0.0029436625677111894	0.002023422616613093	0.007516710730692599	0.0028591260907959125	0.0039053416326791245	0.005118814798483012	0.0019151928223008843	0.003386686076752026	0.0036511991656096392	0.0025155614435787093	0.0018520109860157327	0.0020311749352836164	0.0027412745008424818	0.004546713180955885	0.003444032093940617	0.004290010095027879	0.002975693319402004	0.0026710078642208017	0.003154603491049689	0.0034656474923127367	0.0027227411146441365	0.004744962589690178	0.002922259056347315	0.0043627577716118734	0.002565842144668433	0.0027566733072334525	0.00494151968649722	0.0014448405087337697	0.0033789704309800887	0.0034464870559366752	0.001664365911736546	0.0034394463317001813	0.003087447932313734	0.002618559704668153	0.002414525617228625	0.0038836583311755717	0.003955959131270324	0.003131384086013279	0.0034299369374204184	0.002764532255729371	0.0042780805806916615	0.0026566541459326666	0.001275948984922413	0.003266936124481199	0.004048917450184669
macrolide-lincosamide-streptogramin__vat(C)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.870982953472745e-05	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vat(E)	0.00016567138197291211	0.0004220268249377504	0.0001828901751306118	0.000409329431572419	5.490020025249239e-05	0.0006611685376184293	0.00025823275231291927	5.348739643584256e-05	0.00033421412922798074	0.000545572429932659	0.00035909504340842386	0.00041973771848636523	0.0006822303171775236	0.00036141515445004446	0.0008798763054371287	0.0003848721204674664	0.0003357518767647207	0.00041946966665561494	0.00027069499827941083	0.0004003852689435853	0.00011377322340086552	0.0002517076186960427	0.00017055818565100235	0.00032708914627021737	0.0005173095147679843	0	0.00020472785923403433	0.00024571685056109323	0.0004645634478738209	0.000583179926573422	0.0005330672848823995	0.0002519500336628648	0.0003140995623962596	0.00031967513670405964	0.0004469076572311004	0.0001723065228846453	0.00015078395981832406	0.00045948447359299367	0.0011572193522641897	0.0003669289922172216	7.271459091134902e-05	0.00011570622723138148	0.00012147176974457646	0.00044762757342432997	0.00011966457877899599	0.0002498519127288069	0.00027830540187767747	0.0002332880943530693	0.000556737275287341	0.00017150377907625898	0.0004022017240439126	0.0008739074328240964	0.0002498870292029005	5.190974802833404e-05	0.00032199156425796754	0.0005201402829760784	0.0002633474539880345	0.00041242122635500305	0.0008090070529976846	0.0005902599498923558	0.0002380110027407338	0.00045873619971563634	0.0006809498306016293	0.0003312273020567339	0.00035722431318922695	0.00016174552564163604	0.0005888715766853201	0.00045939018657563586	0.00032673560762822387	0.00012113937659275194	0.0004966846248773566	0.000915140344300505	0.00015298533639064718	0.0003182389976355188	0.00019619789322424116	0.00031504131967064635	0.00035794859372661526	5.590960936796224e-05	0.00042187353810948174	0.00020830431762524585	6.0949223651958934e-05	0.0008122194296558121	0.00029617185778660663	0.00018265461055009998	0.00041557750874776373	0.00040986658468251724	0.0004893380944816189	0.0004157116975492027	0.00027045864369241453	0.00012123306673485164	5.675636408570912e-05	0.0007761453016312148	0.0001302757470738995	0.00024254672119773866	0	0.00046425702312420333	0.00017015808669417984	0.0004957026654361672	0.00012778976401398397	9.694544630062169e-05	0.0005244010109867508	0.00044240542010297166	0.0003613331561779556	0.00021852405904338907	0.00031801955857618493	0.0005816760609747843	0.00036458742839895074	0.00019086933554162918	0.0007464010785567446	0.0006926617511488556	0.0001591788014245636	0.0006616616424521309	0.0002731006440705693	0.00036134861240949654	0.00016965370389142282	0.0001370899470851287	0.00022809155221777038	0.00043019843597432724	0.00037032498727914705	0.00017907674534753412
macrolide-lincosamide-streptogramin__vat(F)	0	0	0	0	4.359224950365323e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.917672076206583e-05	6.953219983541465e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.219113949015817e-05	4.417338658335101e-05	0	4.6731826039871186e-05	0
macrolide-lincosamide-streptogramin__vat(H)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.298198519160302e-05	0	0	0	0	0	6.242688849752293e-05	0	0	0	5.7998576862881244e-05	0	0	0	0	0	0	0	0	0	0	0	8.630526219776364e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.413678456896044e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.856573370690222e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.537047169549318e-05	4.79509803608262e-05
macrolide-lincosamide-streptogramin__VatI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.207677069512279e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4890965208057195e-05	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vga(B)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83731280217275e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vga(C)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3398314329200674e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vga(E) Staphylococcus cohnii	0	0	0	0	0	0	0	0	0	1.155654120925741e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010744803518845602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.806469466408539e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vmlR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.213007981518667e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7497062074806425e-05	0	0	0	0	0	0	0
multidrug__abcA	1.213632599126717e-05	0	0	0	0	1.5818985350517857e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0057796573940162e-05	0	0	0	0	0	0	0	0	0	1.7014469295098852e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0362080069807247e-05	0	0	0	0	0	0	0	0	0	0	8.062718942750058e-06	0	0	1.7271980764082393e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.711968885609663e-05
multidrug__abeM	2.341351155840765e-05	0	3.0761520276307e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.4911268927856966e-05	0	0	0	5.63520561479512e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.538524413517472e-05	2.850491765095025e-05	2.919208769735837e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97895399576309e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8713456430682045e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__acrE	0	1.0489400759196118e-05	0	0.00015400391530120182	7.100045638195057e-05	1.968785719624451e-05	9.441555822516338e-05	7.789432060687844e-05	4.697656726094441e-05	6.165729913535442e-05	0	1.2875759260927458e-05	1.1107607930369984e-05	2.271553373111747e-05	0.00010654370206343033	1.816559925696818e-05	9.075952231185383e-05	0	0	2.1636981705537185e-05	5.433005267948681e-05	0	0	2.43892255407061e-05	0.0008790094700879235	8.61689171085873e-05	0.000895923887468041	0.0005127857660352758	9.483977224823169e-05	0.0003694616291756183	6.95808477715767e-05	0.00013605707402046933	7.752169431653628e-05	0.00017545446774455597	6.349163181441797e-05	0.0015345518104335598	4.9545340909459856e-05	0	0.0003404935409581582	3.6638683101867366e-05	0.00013337933532881732	1.0610831245338809e-05	0.000257735242214648	8.90056220328052e-05	0.00013359102035995007	3.524840749157141e-05	0	0.00021611970645695595	0	5.5049356415405017e-05	3.272710060482433e-05	5.548265879934293e-05	9.020403254492518e-05	0.00030181001656245205	0	1.3492123703864337e-05	0	0	0	9.47657950149405e-05	7.196376629178231e-05	0	0.00025399840082556254	0	0.00014278326511581318	0	1.1607121434158467e-05	0	0	0	3.302928273529718e-05	0	0.00021403620347047343	0	0	0.00018608967490842734	0	9.92738446281061e-06	2.213930846340878e-05	4.2931419555508126e-05	7.701659994420867e-05	0	0	0.00014895466228325024	1.2833129418762112e-05	3.593406084725252e-05	0.0007263640493276539	0	6.279726916836532e-05	0	1.9769887791309516e-05	9.050205897426209e-05	0	0	0	1.1611270066617523e-05	0	0.00017727638827592953	6.131113544545155e-05	0	3.267968423934319e-05	2.1401955376676707e-05	0	0	2.0590229776206682e-05	5.1861050881168145e-05	1.1334104662740848e-05	0	1.0605385414916695e-05	3.330553515163238e-05	5.958763295310192e-05	6.098876876586762e-05	2.6446236404860772e-05	0.00047468380577007154	0.0002067779731771549	1.8114882232370305e-05	2.1238921225934422e-05	0.00010502669837975731	0	4.483728033739592e-05
multidrug__acrF	8.22590407008437e-05	3.414888327431715e-05	0	0.0001574118437941953	8.252982900049078e-05	1.1085525855001895e-05	8.392992041519269e-05	0.00010192187422418176	2.474617889743294e-05	0.00012580096582790948	0	2.3779061784010712e-05	3.2259329414797936e-06	3.8110473094520725e-05	0.00017841780641279485	7.109810807518095e-06	0.00011876052003408553	1.4346005221200323e-05	9.909682897792335e-06	3.5549475570645996e-05	6.460983866218107e-05	1.4670680543708659e-05	1.175885374230795e-05	4.390217390805342e-06	0.0014766113672506193	4.105447946928822e-05	0.0010464443860630586	0.0008454005740361425	8.444121867513998e-05	0.0003069441778794677	0.0001800087160628605	0.00010169694281179199	4.778821193658662e-05	0.00024531833046684867	0.00017226064819505775	0.0018292358440873033	0.00015275619456320838	4.1226647666303575e-06	0.0003030695498631461	2.2585192952274033e-05	0.0002414894647791768	7.566124597988683e-05	0.00033467189237708177	2.491904008756639e-05	6.527684499918376e-05	8.067206710715427e-05	7.626519180796506e-06	0.0002973907247692102	1.7288366684552904e-05	7.83341240159367e-05	8.520833798697614e-05	0.00014621893105102657	5.3124299218767515e-05	0.00033976050487402365	0	2.9936931014653388e-05	6.623921878802226e-06	0	6.6650736342749975e-06	0.00019416579151719515	7.636363561410753e-05	8.690258163466888e-06	0.00023503870269291196	4.493397247600981e-05	0.00018472110003542314	8.074144470225433e-06	1.7287202135980696e-05	2.4448342065340554e-05	9.01711214524298e-06	0	3.745235024438869e-05	0	0.0004666575563050685	2.221817496655267e-05	2.0719346031958373e-05	0.000245422197273211	5.453849968128779e-05	0.00016935860293789534	2.4982426343588176e-05	2.6781349712874178e-05	0.00013352624803342433	8.110222692508464e-05	4.058380752795238e-05	0.00011020766736530672	0.00011419534774844653	7.453135668489268e-05	0.0011195122170580235	4.230184517789014e-06	4.27936311995001e-05	0	7.561725683358708e-05	2.4906421338398875e-05	6.296265764959709e-05	2.709570379377363e-05	4.220292289702614e-06	2.862445420631175e-05	1.284843166582779e-05	0.00013278099604950203	0.0001104084267933766	2.165651824300033e-05	4.8772419259407424e-05	3.424330424810325e-05	1.7291301384556818e-05	4.350959747743124e-05	9.190554229983142e-05	5.9289404714982286e-05	3.735822571383799e-05	0	8.058425619483642e-05	6.689671991213818e-05	8.744984053288015e-05	0.00012999164220551347	2.919092319507652e-05	0.0004533530010933091	0.00017563653728725552	5.4751667679339664e-05	4.0058830993690365e-05	0.00011520130990929926	7.61374370507911e-05	5.827564268201932e-05
multidrug__adeF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.455426130021117e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0038989032174205e-06	4.8975211596715585e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7766761589571154e-06	0	0	0	0	0	0	0	0	0	8.46416635096592e-06	0	0	0	4.44369557646761e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4281696991519843e-06	0	0	0	0	7.158342221396897e-06	0	0	0	0
multidrug__adeI	9.113003647697955e-06	0	0	0	1.851148343851889e-05	0	1.088688120468178e-05	0	2.576914709752956e-05	0	0	0	0	0	0	8.942506794615319e-06	1.0526377068249082e-05	0	0	0	0	0	9.748785184111777e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0900109947192768e-05	0	0	0	0	0	0	0	0	2.1232215520110645e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.697172026520704e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.2068801727799809e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.784108227795119e-05	0
multidrug__amrB	0	0	3.952531859594322e-06	4.272666443423815e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2425255139274096e-06	0	0	3.5994958419583518e-06	1.0015132145118473e-05	0	0	0	0	0	0	0	4.012740322519881e-06	0	0	0	4.11726877040527e-06	0	0	0	0	0	3.3875823713301964e-06	0	0	0	0	0	0	0	0	0	0	0	4.000934696265101e-06	4.911031052613179e-06	0	0	0	0	0	0	0	0	0	0	0	3.183757739496884e-06	9.914781594345399e-06	0	0	2.3485971759986315e-05	0	0	2.5992611760686986e-06	9.479381106176248e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.795141163165969e-06	0	0	0	0	0	3.3394473473445477e-06	4.047303324220644e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.401759417761378e-06	0	0	0	0	0	0	0	0	0	0	0
multidrug__blt	0	0	0	0	0	0	0	0	0	0	0	0	0	3.074582983528205e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9387277071289453e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.123237525598365e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__bmr	2.6425367903864507e-05	0	0	0	0	0	0	0	0	0	2.669573379052411e-05	0	0	0	0	0	0	0	0	0	0	2.440027197307142e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5252173433420925e-05	0	0	0	0	0	0	0.00015951129090445844	7.277189516609588e-05	0	0	0	0	0	0	0	0	8.714616918622392e-05	0	0	0.00012070766555647599	0	0	0	0	0	0	0	0	0	0.00014737395433340122	0	0	0	0	0	0	5.957639089096528e-05	0	0	0	0	0	0	0	0	0	0	3.148899782578093e-05	0	0	0	0	0	0	0	0	0	0	0
multidrug__bpeF	0	0	4.24302163434176e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__cdeA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5963879536889137e-05	0	0
multidrug__efmA	0	0	6.375396949975551e-05	0	0	0	0	0	0	0	0	0	0	0.0003154400817991554	0	0	0	0	0	0	0	0	0	0.00013296306758951926	0	0	0	0	0	0	0.00012539053155035166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8866456119445447e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6666529340087724e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632038483449703e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012112132688421518	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__efpA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.037496542003888e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6171794221904786e-05	0	0	0	0	0	0	2.718063312752714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8638815174358702e-05	0	0	0	0.00010103726568411346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.459810624830972e-05	0
