gene	a100	a101	a102	a103	a104	a105	a106	a107	a108	a109	a10	a110	a111	a112	a113	a114	a115	a116	a117	a118	a119	a11	a120	a12	a13	a14	a15	a16	a17	a18	a19	a1	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a2	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a3	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a4	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a5	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a6	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a7	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a8	a90	a91	a92	a93	a94	a95	a96	a97	a98	a99	a9
multidrug	0.011455297816860178	0.007463350357132072	0.015561907405431043	0.01482438475586762	0.015253862448633053	0.006429632764015435	0.014258963248965336	0.01657156588136356	0.014296818203990863	0.011349243089693288	0.010620215940559539	0.011487491537035635	0.011210031242942545	0.01248789468644732	0.01611059035287521	0.009028235814862765	0.009537893470100001	0.010834436572234518	0.013821435190184334	0.017414442448192662	0.008925803679337584	0.013215035682318016	0.010161421962179815	0.009672318046092952	0.052321130074065456	0.011566036624274575	0.039295613701134026	0.030652824446119446	0.010387902342324284	0.024913210843615117	0.013469733265799743	0.011320426301537413	0.01130214860573412	0.011079941851051192	0.01212372815749533	0.06598719985371805	0.016809147468456843	0.006297360252418721	0.015622712658947742	0.01413153225058232	0.013599236622876477	0.013910450579533218	0.014549855843407384	0.010704375158827188	0.011896239981089171	0.012071559944423048	0.010984201977540645	0.018424228232221656	0.010388275904512636	0.011783659649604776	0.012969453018468552	0.014717681918222699	0.010863471030027862	0.011835603206665907	0.013856789886553469	0.010878480794261337	0.017146188804287848	0.012078194625935883	0.011259097122594952	0.01299621453594026	0.01052476619189564	0.010869205119201617	0.021085777275922486	0.012471306204859915	0.015397853287137796	0.009388156004489178	0.012815884038282328	0.01099927171402941	0.01103161340387524	0.013500667433648035	0.011767195684965103	0.005929785573515486	0.016377024868662726	0.00933224109430196	0.009531101312279149	0.015644350121358033	0.01063923792407074	0.01585593549980065	0.01227260516253048	0.010810814247093192	0.01498622117972595	0.008087051055446815	0.014394756971014335	0.009810224145678437	0.015405878928991663	0.01089020276008361	0.0462286607894016	0.009898455022689193	0.01116972196728369	0.009922500258930374	0.014314831078355779	0.015559731305553453	0.014640083478933148	0.01236884375298309	0.01212206726796211	0.009643131967298341	0.010452509453571124	0.017096953749081767	0.015281794195927218	0.01063318582651496	0.008797701718235155	0.014327428384794744	0.012161582761684258	0.009461409582741089	0.010856377141643128	0.010497238502334694	0.01751715633925888	0.00831118126428405	0.011520985336008666	0.010321597168206265	0.011638012034116444	0.01414226802222131	0.014668086576897197	0.022969312273814275	0.015132657168307405	0.011074710664180469	0.01081490235046211	0.01040719030498729	0.011762768516278391	0.013332065700379554
mupirocin	0.02282773369212831	0.021010702836432128	0.0013203513217988586	0.0015032043607808518	0.0016312018780869216	0.0007942531630729797	0.002685527922988894	0.0010390317995732966	0.0028793674158342684	0.0018519112312209516	0.004943076852123023	0.023349286091830717	0.008847928996667984	0.0031255449138653003	0.0016225648539496644	0.0018513073328380958	0.0013409983920508312	0.0012742776400316137	0.001313490962011983	0.0011131708572991005	0.007055358536044393	0.003917180764338157	0.0011030946085216302	0.026848328054169115	0.003776432631171162	0.04505196736374207	0.12428711758632899	0.007680135004475181	0.014821434845681682	0.015206686690692034	0.04981325783374818	0.07597563352563315	0.05684578078792267	0.019748948483922495	0.03853464127311868	0.006138666625290017	0.04252877231567718	0.013842797903468094	0.01804145203589365	0.017530265319816583	0.030291595175096244	0.001091046433642908	0.10010270469762013	0.0475834611373916	0.006745111880858472	0.08599719967337915	0.014291741080689074	0.09149823502794749	0.004286045853583712	0.03625490068976094	0.00757746725778453	0.018336416446198107	0.0360219788487786	0.34292902024476335	0.0034227344026829414	0.020165164203560963	0.0005500049329844917	0.03276179695911687	0.008866108883130632	0.011211652370335333	0.05246909818467458	0.008339855126765612	0.007165855948713929	0.004971784449498536	0.0882766975881158	0.03952313242060723	0.011153912708884127	0.004858534092156037	0.0022013368704458976	0.0020174261127529594	0.0033823639682828803	0.0010926693323921354	0.0015377214237237524	0.0011020165659258196	0.0008058693931605828	0.0532630957661123	0.0021629302312305703	0.009142892442178462	0.08960569317739477	0.009128302809070456	0.015167484752303735	0.002366785880997652	0.031799882418951465	0.00219351715387266	0.02925538563464102	0.014757055345729232	0.13977412941947703	0.00877085724266178	0.027009290111829978	0.0014157610256742264	0.0038962979388165405	0.0399393804073166	0.03238945923202477	0.0029695958827501835	0.0012653975967209807	0.009782815179680635	0.031050921268402303	0.06373900992284469	0.0009739271284452715	0.0011812803623170174	0.0022224002969768964	0.000896872171720628	0.0011029120356933109	0.0011191131443691721	0.01023848282514722	0.0011763539393632885	0.008457325858162595	0.0007561023213833965	0.03965616233329785	0.001357413152758716	0.011952044903551878	0.013113878151582086	0.01609421791486268	0.0015562010247321132	0.0015857604964725949	0.030839004459985827	0.009894949266486174	0.04712153610136636	0.024159176979139316	0.009622243828381321
novobiocin	4.9998399225050735e-05	4.367123996695592e-05	6.638327873770066e-05	1.9451971665888927e-05	4.995314241572956e-05	4.466775033059956e-05	0.0001176632526588531	0	0	5.127251346788812e-05	5.9121017592919606e-05	4.1163985882635924e-05	4.110758643383677e-05	4.683452390750525e-05	5.9573585863199425e-05	6.152758444713416e-05	7.818658096969385e-05	4.286586551095882e-05	9.692418146442939e-05	7.160014490088803e-05	1.998446205248639e-05	1.789419945435e-05	4.065512222905753e-05	4.16726618593012e-05	7.300871483075437e-05	6.861649788995162e-05	0.00010710501626482075	2.6310803061388595e-05	0.00014419310446771427	0	3.6375419060970525e-05	2.0431634659998693e-05	6.932467189682904e-05	5.2858821868884067e-05	5.373798131020179e-05	0.00010569459801629505	8.481285251788338e-05	0.0001668986315729624	0.0001034915814269758	1.8959533594380292e-05	8.690128476800194e-05	0.00011293421665121647	0.00011015380997746067	0	4.8130802892255097e-05	2.3842854082598993e-05	4.492213001106163e-05	0	0.00010836116028988086	1.949068576802925e-05	6.595947170405861e-05	8.019861732098489e-05	6.568448773696303e-05	5.1639125105926945e-05	1.2879507255187497e-05	3.905620659686744e-05	7.466804653952105e-05	2.8052160095097052e-05	0.00013673424218391543	5.056844920193853e-05	4.7864981548122174e-05	5.358158018229755e-05	0.00010525016854633976	5.718625294045522e-05	8.540959228260836e-05	5.154816041208508e-05	6.509069474019098e-05	0.00011562004307472965	4.455254006076696e-05	5.663185228887612e-05	6.752746599501914e-05	7.714660120834646e-05	9.495487842634508e-05	9.852846240501608e-05	5.231366913302982e-05	0.00013021574200632624	3.6978788012293836e-05	3.533183669712336e-05	1.675297361367782e-05	3.2480988326858e-05	3.290246921369755e-05	5.713836523505851e-05	8.959930174314495e-05	0	5.055104776885014e-05	4.905510292146983e-05	0.00010163558898115756	2.823464272764402e-05	6.754919785376113e-05	4.465331066794015e-05	3.759112174112221e-05	6.042109177036737e-05	3.71199967405643e-05	1.3667362550376383e-05	5.390091132930783e-05	0.00012725222109846775	2.1317575960422025e-05	8.876429971209609e-05	3.883853769776915e-05	0.00011550041407761471	8.687054187888836e-05	1.3618289301870331e-05	3.4077878431304516e-05	0.0002969611917382584	1.9078460202474035e-05	0	1.723038607717794e-05	4.586490979910733e-05	1.8724922528757378e-05	7.040275113940332e-05	4.0333966977975856e-05	4.9825643948512235e-05	5.903766226533707e-05	0	7.944398790095221e-05	3.313919521124437e-05	5.630002675080471e-05	0	5.365885963685447e-05	5.731211124018495e-05
other_peptide_antibiotics	0.00020926233578987734	0.0001744924747200187	0	0.00021351980099085357	0.00022837655604329967	4.1991164038303345e-05	0.0005030198884174226	4.1280776709974154e-05	9.80646576619578e-05	0.00018703114544530081	0	0.00016238716774096777	0	4.646536135984125e-05	0.0004754675981441496	1.944435306804487e-05	0.00021120898362977878	0	0	0	6.653693288846109e-05	4.338073947680431e-05	0.00013211867353572708	0	0.0033454076112938796	0.00010344995953420345	0.002431945930313671	0.0010986285253163268	4.650490751265995e-05	0.0006262972776595462	0.00018551931493365398	0.00019250414050222224	0.00011568480612276091	0.00035267066125786647	0.0004706006329981341	0.004555476344394065	0.000524000964566313	0	0.0007236077118875148	0	0.0009311306735058613	0.0003848367721006073	0.0005002323330407619	0.0001376305703279971	0.00010903923481363816	9.278643866017126e-05	0	0.0006349841593523928	0	0.00020850678056979897	0.00022489085375963793	0.00043209908211063196	0	0.0007631647469533414	0	0	0	0	9.468384921524604e-05	0.00028488023691056305	0.00019847629733917452	0	0.0006965419677221187	0	0.0007363378060894694	0	2.3844102996958206e-05	4.341405775649139e-05	0	2.7039475343522664e-05	0.00023519855944628603	0.0001671704428671593	0.000617243179408971	0	0	0.0005707548059312615	0	0.00022647906128723828	0.00011829988277914434	1.7725767602319598e-05	0.00044126044811878645	7.199259855524409e-05	0.00020498481175954092	0.0004235428157894893	0.00016424327687815027	0.0005014257285196925	0.0029236021335791295	2.340635563365661e-05	0.0001290258739870029	0	0.00010880205371165372	0.0001291396920619188	0.0001947654867949164	2.5361928546294328e-05	0	5.003550694677178e-05	9.674407779426473e-05	0.00040073281849785223	5.2625824110444666e-05	0	0.0002522280612895743	2.259530023771627e-05	0.0001224478118407208	4.274602251854229e-05	0	0.00011292755680619997	7.162274033959498e-05	0	0.00015569588430556477	0.00011656968244155162	0.00020643060892353813	0.0002363113475947441	7.408330538056338e-05	0.0006900077182180528	0.0008522764844160483	0.00018237059669145965	0.0001773888370826531	0.00021564946068058162	0.0002298962134316727	0.00011313626188972996
pleuromutilin_tiamulin	0.0018191340876559622	0.0036657663336058703	0.001838764177938422	0.0019099891564462678	0.0020799449200844264	0.004351381030318116	0.002269221196521631	0.0023683955006500042	0.001724105263708967	0.001989385805766049	0.002799686243297183	0.0021003701514381076	0.0024090550332984103	0.003013428726654187	0.0028567356973388533	0.001653455370402979	0.0034327605652559766	0.003627564076538854	0.0027992900664545145	0.002926680824049075	0.0028513065619051006	0.0026570917155416597	0.003140004273256459	0.0027918386623319593	0.002607650767763591	0.0033442715232083254	0.00339617504086881	0.002777481357169773	0.0034289313829786775	0.0019207518237117879	0.001999325148947334	0.0025425828611160004	0.0026035854933505755	0.0028759332037005233	0.002982918676703957	0.0049219788707078466	0.0025567101581810557	0.003433256261949879	0.0036532394317147915	0.002200780527338788	0.004700455187264377	0.0034251510621114505	0.004602087724688796	0.0026725151312152165	0.0021240135474304973	0.002153291488331942	0.001695468743954335	0.0023622528717338626	0.00423983777571507	0.002357681178899649	0.0016447548632136447	0.002467505798261042	0.003882730451238411	0.0006312065144973727	0.001547572047393927	0.003181758656394436	0.0023548177056651807	0.002371887748499663	0.001994283287549386	0.00323577513827819	0.0035777048008640883	0.0028489704707819774	0.0020328306328808955	0.0017407742699584326	0.0024019758182826268	0.0020449023188457162	0.0032472856732297345	0.0019982662904070893	0.004078487388306962	0.0013850320294387139	0.003280977299068186	0.004289795775509565	0.0062411291134710795	0.002878454037433927	0.0031375126768657647	0.0038237446233107624	0.0031888133205529657	0.0012601663574440935	0.0018788355406433636	0.0017901341919596139	0.0017531743199665482	0.0036546740771897135	0.001255095891560487	0.002069609178799542	0.002814419014295253	0.0038245874215556714	0.003530640839725957	0.0027567168544589534	0.0014128847177515527	0.002244923157053321	0.0014087700331511205	0.003126371281078483	0.0025254596907298005	0.002214201317918245	0.0011151825392007662	0.002791005286383249	0.0031410895499786587	0.0024570389429980546	0.001729844947840758	0.0016406214202426875	0.0041587091461962825	0.0018180862009360122	0.00342609143448781	0.0029522821108134635	0.002120020924874354	0.0037730877812970245	0.0025078753001878235	0.0020275295029195924	0.00399233842063753	0.0023512114496697985	0.0023029925356017104	0.0024179035024616347	0.0014365980847620887	0.0028218575621227118	0.002368786456628782	0.0021275050420522384	0.002418174794341674	0.0037093250928414948	0.002334408658443007	0.003878834719687833
polymyxin	0.05320005797461368	0.04143031532734011	0.05132039846854064	0.049374744073689567	0.04607757232925845	0.052616677883229955	0.045665803547686214	0.04933352178106104	0.048720252960350284	0.04406382612526808	0.049722832843784155	0.053665828247285996	0.047502497772766064	0.05406977040615777	0.051616632701738566	0.04410061445657044	0.054046120517291976	0.05596973393919578	0.05255389904740067	0.054493776493432976	0.0484374325981326	0.04297189023073082	0.04837213776738195	0.04597521081993573	0.06439298975917483	0.04333975279769415	0.0657907549240941	0.05125660924185218	0.05536882470733186	0.056711769087812905	0.05391495915102914	0.06309370722126097	0.056990241962194446	0.048049317823314175	0.048190811867968246	0.05521175046280938	0.04694162077609121	0.0542689771859412	0.052249755297191176	0.04974976273926289	0.044191831467040595	0.044727204681420905	0.05507995260149094	0.055106242041138453	0.056026036039454864	0.060021403618302306	0.046359830221556826	0.06650154012342371	0.055422049363554285	0.05312397967624417	0.05215335164801422	0.05549619639971298	0.049004460626402145	0.07704485950962849	0.04623388886038981	0.054903497118528995	0.054717207242401776	0.060083635027203694	0.04488912621844634	0.0532329585447132	0.05879403628666363	0.049745784558619145	0.053463519574338876	0.05020812661114687	0.060231044921459746	0.05338808005786963	0.05518520367962789	0.04507874503470013	0.052714724652896526	0.043899570729507745	0.05669761049484714	0.04161019233873387	0.05497701409260556	0.050987253676140605	0.05324550942939711	0.04344600281494948	0.0552666445446259	0.04869520690785525	0.06576193541413397	0.044450687130781714	0.05234543359821537	0.053341490978616526	0.05244337546285264	0.04797747151366834	0.057503862659274235	0.05722591232316312	0.06329045490592916	0.0469503670339927	0.04819862434189122	0.04727467901891525	0.04739078385078549	0.056768602237453475	0.05881504045719983	0.048740085996637754	0.0405393570858758	0.03646792423159421	0.04104409129579425	0.05832450272066239	0.050741691173250905	0.04304127372328248	0.039105781079978745	0.04541654841041097	0.05114138406057611	0.03978247288886183	0.05140676971644666	0.05325332480817321	0.05333626353979304	0.042339239365064625	0.05298956837512794	0.05227955857499654	0.04470069473581161	0.05300279009351038	0.053652403514585514	0.05097387975783674	0.05031594659005861	0.057635064936985156	0.050503412430036025	0.058378458332481745	0.050403404194238416	0.03822103188550626
quinolone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.993399767194595e-05	0	0	2.466479734305552e-05	0	0	0	0.00011370545710066823	0	0.0010531322740837564	0	6.395690910642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.207222579465105e-05	0	0	0	0	0.0005809776310388393	0	0	0	0	0	0	2.6216686158176844e-05	0	0	0	0	8.324073760778388e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011142992581964911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.484866769576572e-05	0	0	0
rifamycin	0.0012836485924709942	0.00030616583199295875	0.0011683781044126678	0.0007560522135734033	0.0010451519759424128	0.0014165838424863987	0.0014615441761269183	0.0008875275147740413	0.0011902817356709231	0.0012769434259449286	0.0012678976996027547	0.001025848519060771	0.0013005215466665315	0.001380579851799127	0.0010715556035567587	0.003345612943312101	0.0016051652077683648	0.0016238236066433058	0.0013808277181017235	0.0010680278407968345	4.2307377447404e-05	0.0014175506232078472	0.0018941585845753915	0.0014708865623373453	0.0013150764610076412	0.0003969524209797937	0.0007849146339270792	0.0011085916354530408	0.0023899374243526576	0.0019374862802809876	0.0015029469292939291	0.0006044701027537418	0.002002497833574808	0.001752670355031941	0.0021435208247167496	0.00038884740427411456	0.00048195892179922804	0.003637808163747967	0.0012956829558612747	0.001298956847009515	0.0007051703094439473	0.0007577486782251272	0.0005387243910466246	0.0019164031966357527	0.0008984522730638775	0.0008684465769523016	0.001606330745956834	0.0012847875420035808	0.0013145708185477046	0.0007382706402381417	0.0010795579281507794	0.0014048433463166316	0.000860916426147697	3.694517768043738e-05	0.0005954540974141459	0.0009145475443907226	0.0006743268563751428	0.0014484640087945736	0.0010793967423349724	0.0019112010057681032	0.0009989252321202459	0.0010169684125872287	0.0008759388009504131	0.00054874209807108	0.002317212561278642	0.0008052953969793003	0.0016708968225603801	0.001500317187181611	0.0007986936257910113	0.0006601960456655743	0.0008934389000902478	0.001079781414403882	0.0013073874325620302	0.0005489155396873873	0.0020440152853232483	0.00024086285858801787	0.0009244658391405542	0.0009259601469720017	0.0007859991899373671	0.0007505265927041844	0.0005612610640104104	0.001994811831396204	0.0005333928503494592	0.0005085769822280933	0.0012756383630845082	0.001449520328115318	9.256280449076186e-05	0.0006809504504818237	0.0008011096119548747	0.0009789178678139946	0.0008084678088601809	0.0012024662167984897	0.00095022435257101	0.001109421762011449	0.0005239816608127704	0.0003523312914905183	0.00032832504509960685	0.0014468821025733442	0.0007265307830540819	0.0015715647330635566	0.00028401585040082624	0.0005779879603325692	0.0010477311859055259	0.00036887941185488284	0.0017587465050411932	0.0012479138807187473	0.0007635656807885117	0.0017636801126660186	0.0011372071161723642	0.0016150142858454898	0.0002954548921518354	0.0008252207285952467	0.000766454492070747	0.0007718948451719225	0.0006892336820768262	0.0009405298747680624	0.0014124612221801764	0.0018860853544741883	0.0012109651103256942	0.00017688030913375248
streptothricin	0	0	0.0001515927719216409	0	0	0.0001263304170092356	0	0.00011191940551997633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028700192474930014	0	0	0	0	7.490309300311851e-05	0	0	6.103092467927723e-05	0	0	0	0	0	0	0	0	0	0	6.939203035654698e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.647923688197814e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.355839333013347e-05	0	0	0	0	0	0	0	0	0	0	0	6.300849137866332e-05	0	0.00012508129280557867	0	0	0	0
sulfonamide	0.00017560109591635147	0	0	0.00010884420685911678	0.0003331447839008181	4.237853640028031e-05	0.0005223242086654224	4.2081995725258484e-05	7.253734650587007e-05	4.340951680036475e-05	3.722093349288129e-05	2.9017564773407257e-05	4.5063445936866615e-05	0.00014963977451620155	3.667273324461809e-05	0	7.632192466606384e-05	0	0	0	0	0	8.744259506203314e-05	0	0.0027961383105106854	0.00041333845203050517	0.00024079477796906635	8.29495930402479e-05	0	2.7299683755159646e-05	0	0	0	4.48181860945157e-05	0	0	0	0.00011142450868120536	0	0	0.0005635800707875983	0.001850237588604999	0	0	0.00011798277019786898	0.00015533332301399314	0.00034015117845077956	0.0003443037335788662	8.908002202711915e-05	7.601865932543376e-05	0.0003417163380465117	0.0001582529148278308	0.0011121322254208253	0	9.088636110187934e-05	0	3.1990211107860065e-05	0	0.00015881290788893532	0.0003662737632089164	0.00014335412908433285	9.35810562396535e-05	0.0006822131226852213	0	0.00048288412806223925	2.2722620427967052e-05	0.00023766808939576639	0	0	5.551625815967821e-05	0.0001278570733718655	0.00037640183192748735	0.00016369376815408962	0	0	0.00010418908373754683	0.0001661207344502217	0	0	0	0	9.636918031299304e-05	0.00017708345039727305	0	0	4.8885559809866517e-05	0	0	0	4.866423372084757e-05	0.00041448483435727425	0	3.34591291555652e-05	0.00021047402107098688	0.0001315009150575263	0.0007844276085879939	0	0	0.00015708183722700818	0	0.0001828182722219659	0.00025011819986246763	0.0001004694343096545	4.357611971680389e-05	9.225163637048042e-05	0	2.280643011405171e-05	0.00018102400814097027	0	4.714202585800908e-05	8.550910837878506e-05	0.00012606103962008058	0.0002496486312931252	4.90041844459013e-05	0	8.361048984330125e-05	0	9.10347859150174e-05	3.1321868366143525e-05	0.0015368548410767448
tetracenomycin_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3050080632691514e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.116070325924935e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline	0.1098170104588248	0.14587707648365408	0.11993695871318516	0.11109334117086937	0.09841420268772362	0.13341103345167585	0.108912994020174	0.10165962472101947	0.10629817001167176	0.12424972122058994	0.12183982925233645	0.10951720327606691	0.10196326672983395	0.17537853346610496	0.15023054445646802	0.11987925233145416	0.14337115888765312	0.12074819948041582	0.12473959215854238	0.1041563227814806	0.05971320409668173	0.12828521750008903	0.13071103773734827	0.1293158136664312	0.13664474817810884	0.10805652950734716	0.11873512095363446	0.1549756443692193	0.1349909996212693	0.12885044797129655	0.1260096719704573	0.142315764869126	0.12792370868107428	0.11751717054558436	0.14477112126159794	0.1469243045047274	0.12447428453113941	0.15097676455176345	0.13496259538867172	0.1741859100602083	0.16451941178402274	0.11494887660360391	0.13804319162696024	0.1335971817197836	0.09994428535488784	0.10132850619330025	0.09794908099875682	0.09036824097150138	0.20231133713054683	0.11203139450526703	0.1172206984137909	0.11634882382775034	0.11741808110254942	0.06377332566653665	0.11498468360699705	0.12070749411035561	0.10652429760123235	0.10514410244012852	0.10212208203653138	0.17776222841991207	0.10435855318603822	0.11100726616613991	0.11756696936610128	0.11713832778572811	0.10733570774347571	0.08585965502384048	0.13086512504559708	0.1159695187135129	0.13880953286117	0.121901527101014	0.13400267046001701	0.1627770145493274	0.1694986478154097	0.13063216437638067	0.11575373824528783	0.12470582453332629	0.1281684070135826	0.09270146697976091	0.10245256358192761	0.10847714899008977	0.0915492303003717	0.14323584952053528	0.09106725688618292	0.105113908626335	0.10268981853920275	0.15666455206291036	0.11921991101666797	0.1008934644302353	0.09523380690291279	0.10411712419819433	0.0925770675526844	0.12237617747547531	0.1070267717169745	0.09897042211772354	0.0855791018793709	0.11857743325334183	0.12640457798271137	0.13606829354819358	0.11063040307649633	0.10837813004148078	0.20875436768519315	0.11532869826517786	0.13366109420625819	0.1837953963488731	0.11114609220091802	0.14567805289601846	0.10191355327660451	0.11809086379661775	0.1527011136938364	0.1487612488775648	0.09241917642247874	0.11703170898744733	0.08050164948532637	0.11255435822572483	0.10795311395682114	0.09827568160085044	0.11136114578183988	0.15195450357548693	0.106816026873126	0.14886113369112675
trimethoprim	0.0015490836096048516	0.001435496879812243	0.0012436657563416214	0.0026542741848938757	0.0016276168636807206	0.0024425748033714734	0.0013807964198741863	0.0028294702257496236	0.001236894448193083	0.002273075821128953	0.003143253363815055	0.0018915825036664854	0.0029731225926497152	0.002492995199652138	0.004013939266248042	0.0009622311798943541	0.0024014601040002314	0.0010671388724299538	0.002201206830978875	0.0020804862592035908	0.0017356066609271084	0.0016046191660754547	0.0020905580279107373	0.0015649753055286416	0.0042265801711490305	0.0021742939803582684	0.0022661882802171864	0.003924861152739622	0.0020501680003540165	0.0029193599315673847	0.000838651955717942	0.002985309906770514	0.002727403791802076	0.002814494636616377	0.0037989240357313514	0.0054972380853623845	0.001992141127660693	0.0033848702048483626	0.0025284225439147242	0.0017589360471449835	0.0015655806128534965	0.0009897742716960859	0.003563824986538461	0.002464614518637053	0.0007510901162633493	0.0016251665146754153	0.0014806669658394913	0.001588172355071391	0.0009462620708905664	0.0024869226281269345	0.0020370031298505404	0.0022291737050091037	0.0030714492551443978	0.0003142945329403327	0.001562808125038581	0.0043399272823397075	0.0012710403344185933	0.0038627469496545328	0.003598652074193796	0.0019342559940601235	0.003369995744502769	0.003415315870633575	0.0036666172995444696	0.001124886220086655	0.0024399426310284505	0.002894898919059831	0.0019896800167199195	0.0022156227177127937	0.0031432533296897667	0.0013608737115605439	0.0030193437709920084	0.0017387773077712422	0.0026970043100784232	0.0022685032841934425	0.0010339040011136725	0.001856934449313656	0.0018168430090043147	0.0011891250841887353	0.0013682786894415096	0.0018797766377531178	0.0016160760979638438	0.0014690769485231408	0.0019122444353549986	0.0018362404158170393	0.003292401953014731	0.002306331287024972	0.0015724633419494662	0.0024779512963165203	0.001779946668801737	0.001678797370116263	0.0022933771847715393	0.002506378427209226	0.0019870405411417918	0.0032223251781423774	0.00021135017918914124	0.0010837129204694421	0.000995894755965667	0.00260189438503028	0.0006670002316827456	0.001462486360938409	0.0024204644913047822	0.0009556103575414058	0.0021947792972344784	0.0028903561933671324	0.0018126307463047805	0.0026270715356091737	0.0020961389917824925	0.0011734908362613288	0.002183946325058839	0.0014792937753141501	0.0011049549552346882	0.001788962563494742	0.0011632688847253516	0.0014215959493722263	0.002278530593718793	0.002609789280045444	0.003861579993800664	0.003085809677957457	0.0021526821433933943	0.0008857481701529689
vancomycin	0.0014260867391143372	0.0009520724920079362	0.0022326583604099573	0.0010972849055786726	0.0010698034715729784	0.0017395268231895906	0.001158501534803478	0.0011819239211647928	0.002787424210628821	0.0009429458361746444	0.0014468602685773879	0.0014769493524839812	0.0012344282370720776	0.0011518498929153633	0.0014246760115836133	0.0015265279760973468	0.001904280604189957	0.0010970505395009999	0.0013174179803535427	0.0010437273961740033	0.001445860780044535	0.0011648272218939763	0.0019176415625584706	0.0017687050984509635	0.0017738691512798348	0.0003790002256190592	0.00032155610361337983	0.0012104667052696286	0.0010275189523833912	0.0007199032060076425	0.0006650720163020045	0.0011166821724160334	0.0012075431431407488	0.0013068698467764135	0.0011037619722318159	0.001813037608628751	0.0019048037742699015	0.0019500793016779855	0.0007070267406872836	0.0010293793251106738	0.0012310497018535546	0.0015909286621773066	0.0012090871069196205	0.0008662021562645098	0.001065855697934526	0.0009872954917135841	0.001321011845897038	0.0013956601893294859	0.0007888362671145036	0.0023557647165585657	0.0010181283915252364	0.0014254055407994942	0.0016963110841132962	0.0005945434262303394	0.001540898408662051	0.0027239676995339597	0.0014083359629481688	0.0012820073083566915	0.0015996838671259682	0.002020560169665354	0.001192005364271564	0.0011061713953467414	0.0021498357978396365	0.0011458534998152648	0.00101805712929024	0.0011854519189278996	0.0015516131810978482	0.0013084674355886116	0.0013190159634162135	0.0021978391985674334	0.0024186345994163484	0.0011209148782334198	0.0011562512059980015	0.00317664993193463	0.0015693907751722412	0.0010179869673233174	0.001191379529981198	0.0015696248764566951	0.0019793133082673833	0.0013040587221430442	0.0017677552992145472	0.0017696722115985847	0.004603905996065518	0.0011811861671895266	0.0007346442020659113	0.0010057715300078659	0.0007991392949827695	0.0012535940566761477	0.0016229633191029154	0.0012129344963824737	0.0013354268887777975	0.001663200713148803	0.0010623479463622303	0.0014982029784552852	0.0011029011559986544	0.0009656112050725458	0.0008119143463343829	0.0011412404814155315	0.0014706618609322253	0.001319671742235638	0.0013413070068625551	0.0016303628686260127	0.0008381656608594768	0.0006332101318260693	0.0013989002299241232	0.0016036878709021945	0.0010289355173592955	0.0014554958481691567	0.0007266547069861758	0.0018374999928320239	0.0017146787674441613	0.0026731901485249495	0.0022446928043946238	0.0028862289449804275	0.001993941155333353	0.0014953650267745628	0.001544979023565277	0.0014736790290568354	0.001481397097883271	0.0007077556284768511
