# Pathway	a100	a101	a102	a103	a104	a105	a106	a107	a108	a109	a10	a110	a111	a112	a113	a114	a115	a116	a117	a118	a119	a11	a120	a12	a13	a14	a15	a16	a17	a18	a19	a1	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a2	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a3	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a4	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a5	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a6	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a7	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a8	a90	a91	a92	a93	a94	a95	a96	a97	a98	a99	a9
PWY-7664: oleate biosynthesis IV (anaerobic)	4.88403e-06	1.689e-05	6.26747e-06	7.21873e-06	6.81178e-06	4.24421e-06	8.72251e-06	1.4564e-05	2.74132e-06	9.42702e-06	9.28109e-07	4.55167e-06	0	0	1.29205e-05	2.08856e-06	3.01378e-06	3.80681e-06	0	0	4.0303e-06	9.96124e-06	1.26255e-06	1.48867e-06	3.64537e-05	9.35295e-07	2.7889e-05	3.05302e-05	2.16914e-06	1.71564e-05	3.02404e-06	7.19819e-06	3.14423e-06	4.04831e-06	1.38775e-06	4.91076e-05	1.08412e-05	0	1.69041e-05	4.12728e-06	1.80972e-05	6.23446e-06	2.10105e-05	2.90335e-06	8.42256e-07	1.35655e-06	0	1.0681e-05	8.09737e-06	3.76359e-06	3.38202e-06	9.82408e-06	8.9777e-06	2.36924e-05	1.78493e-06	4.32682e-06	6.20826e-06	5.37346e-06	5.97332e-06	6.18799e-06	6.5064e-06	1.30521e-06	1.09114e-05	0	9.82615e-06	6.16672e-06	2.83121e-06	0	1.53654e-05	6.08392e-06	1.12299e-05	0	1.3257e-05	4.00384e-06	0	8.69719e-06	2.17924e-06	4.89639e-06	1.42485e-06	2.07984e-06	3.22436e-06	3.04857e-06	2.08321e-06	5.67519e-06	7.06528e-06	4.36983e-06	3.71827e-05	3.05468e-06	1.78677e-06	1.98952e-06	1.44526e-05	4.08982e-06	2.24265e-06	0	1.06564e-06	9.25838e-06	4.2295e-06	1.61813e-05	2.56513e-06	0	4.25669e-06	7.06121e-06	7.61083e-06	4.53079e-06	1.76143e-06	2.11763e-06	5.88699e-06	1.28845e-06	1.60557e-05	0	7.27818e-06	6.54026e-06	9.27309e-06	1.43967e-05	6.98865e-06	2.90309e-06	1.65208e-06	6.12472e-06	2.04556e-05	1.05919e-05
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	6.8031e-06	1.86163e-06	7.75633e-06	3.43261e-06	8.05755e-06	1.15843e-05	6.04308e-06	1.09539e-05	6.64878e-06	2.85807e-06	4.89234e-06	6.00239e-06	4.50791e-06	8.21672e-06	7.35567e-06	2.28626e-06	2.12857e-05	1.02553e-05	7.70958e-06	1.42819e-05	2.30441e-05	3.80167e-06	7.67426e-06	2.35528e-06	4.41241e-06	1.41898e-06	0	3.2492e-06	3.63756e-06	2.07692e-06	2.8538e-06	6.52283e-06	4.01099e-06	5.38752e-06	3.83285e-06	3.54724e-06	0	1.42061e-06	2.32432e-06	2.89229e-06	6.8158e-07	6.81824e-06	1.92403e-06	5.7762e-06	1.0118e-05	5.5926e-06	5.53864e-06	6.25583e-06	1.24567e-05	4.49728e-06	7.13947e-06	8.05506e-06	4.79485e-06	0	7.55945e-06	5.44617e-06	1.19465e-05	6.4508e-06	1.58627e-06	1.35918e-06	3.86625e-06	3.87689e-06	2.58811e-06	4.62185e-06	3.52116e-06	6.287e-06	4.28963e-06	3.05781e-06	1.31116e-05	3.04875e-06	9.73898e-06	2.29823e-06	1.3543e-05	1.11845e-05	8.28211e-06	2.88466e-06	1.19254e-05	5.3656e-06	3.21547e-06	6.21819e-06	4.66681e-06	1.02883e-05	3.50466e-06	8.12499e-06	5.96695e-06	1.0704e-05	0	4.99235e-06	3.92416e-06	7.11292e-06	3.00833e-06	4.44893e-06	1.16245e-05	3.30541e-06	1.40891e-06	0	8.67592e-07	1.73925e-06	3.66893e-06	5.42916e-06	2.14883e-06	2.85833e-06	1.7799e-05	2.55156e-06	3.62818e-06	9.01443e-06	9.67028e-06	2.7453e-06	2.58951e-06	4.79687e-06	3.50855e-06	4.48928e-06	5.2492e-06	3.25828e-06	9.49797e-06	5.90402e-06	4.49088e-06	8.03291e-06	8.03921e-06	1.37294e-06
PWY-7723: bacterial bioluminescence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89242e-06	0	0	0	0	0	0	0	0	1.43218e-06	0	0	4.57891e-07	0	0	0	3.69032e-07	0	0	0	0	2.04663e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32081e-07	0	0	0	0	0	0	0	0	0	0	9.04077e-07	0	0	0	0	0	0	0	0	0	0	1.66407e-06	0	0	0	0	0	0	0	0	0	0	6.58945e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7731: superpathway of photosynthetic hydrogen production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63002e-07	0	0	0	0	3.78247e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79106e-07	1.08e-06	0	0	0	0	6.22899e-07	0	0	5.03684e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43611e-07	0	0	2.13593e-07	0	8.34296e-07	6.90003e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.96842e-06	3.32851e-07	0	9.16369e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	4.33397e-05	2.42528e-05	2.83533e-05	2.42677e-05	1.17079e-05	3.60179e-05	1.1552e-05	2.20527e-05	3.80646e-05	3.51114e-05	2.52157e-05	4.01117e-05	3.2468e-05	3.86869e-05	4.01462e-05	2.35072e-05	2.98974e-05	2.42887e-05	2.30953e-05	1.52902e-05	5.2842e-07	3.59484e-05	2.52205e-05	4.36432e-05	3.92746e-05	8.23943e-06	3.88494e-05	4.02672e-05	1.50593e-05	4.15072e-05	4.93719e-05	3.04496e-05	5.27414e-05	3.7756e-05	4.19175e-05	4.29056e-05	7.38749e-06	4.29031e-05	1.81562e-05	2.95631e-05	1.10699e-05	1.35333e-05	3.92756e-05	2.03997e-05	1.6373e-05	4.55404e-05	9.51051e-06	5.69613e-05	3.51951e-05	3.64703e-05	2.38942e-05	4.05663e-05	1.97738e-05	4.69075e-05	1.45099e-05	1.01347e-05	2.15917e-05	2.82273e-05	2.09313e-05	1.80642e-05	1.07096e-05	4.03349e-05	2.9906e-05	2.6767e-05	5.03274e-05	1.74821e-05	3.68271e-05	3.09526e-05	3.36484e-05	2.27444e-05	3.00016e-05	6.8058e-06	4.14731e-05	1.41177e-05	2.17725e-05	2.91265e-05	2.74964e-05	2.53733e-05	3.40959e-05	1.61739e-05	2.25701e-05	3.16873e-05	3.69414e-05	2.31017e-05	3.10579e-05	3.75782e-05	5.57317e-05	2.08795e-05	2.72181e-05	2.5848e-05	2.16313e-05	4.76667e-05	4.28898e-05	4.03464e-05	5.65184e-06	1.8269e-05	3.06842e-05	3.49911e-05	2.05803e-05	2.69563e-05	8.90858e-06	2.94401e-05	2.34848e-05	5.59888e-06	2.43186e-05	3.08654e-05	1.69499e-05	1.40034e-05	1.6558e-05	3.94059e-05	2.06045e-05	2.67806e-05	1.70902e-05	2.11075e-05	3.14541e-05	3.0947e-05	4.11255e-05	5.84722e-05	7.11701e-05	1.27988e-05
PWY-7783: plasmalogen degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63181e-07	0	0	0	0	0	0	0	0	0	5.99453e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97025e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11803e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7784: reductive acetyl coenzyme A pathway II (autotrophic methanogens)	0	0	0	0	0	0	0	0	0	0	3.73492e-06	0	0	0	0	8.97847e-06	0	0	0	0	0	0	0	0	0	2.42197e-06	2.60601e-06	0	5.20287e-06	5.16499e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11428e-06	0	0	0	0	0	0	0	2.51832e-06	0	0	0	0	0	0	1.14588e-05	0	0	0	0	0	0	0	0	0	0	0	6.35083e-06	0	0	0	0	0	2.85948e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.10489e-06	3.14961e-06	6.66208e-06	0	0	4.00922e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II	0.000488486	0.000564632	0.000496989	0.000493867	0.00049933	0.000516997	0.000460394	0.000522393	0.000480656	0.000495857	0.00039636	0.000476844	0.000499513	0.000507343	0.000513497	0.000433245	0.000515401	0.000528489	0.000494244	0.000511588	0.000552878	0.000420908	0.000520197	0.000444684	0.000408051	0.000512097	0.000575278	0.000451902	0.000358988	0.000361657	0.000430466	0.000542275	0.000474667	0.000496074	0.0004704	0.000517045	0.000572123	0.000371432	0.000567716	0.000468354	0.000561148	0.00058628	0.00061838	0.000497011	0.000457953	0.000498361	0.000460606	0.000541701	0.000482489	0.000502469	0.000518894	0.000495295	0.000544836	0.00145734	0.000486805	0.000532324	0.000514497	0.0004677	0.000466586	0.000478484	0.000513012	0.000468836	0.00049734	0.000426648	0.000491348	0.000520061	0.000461841	0.000516703	0.000502488	0.000499171	0.000521181	0.000586632	0.000501512	0.000486762	0.0004674	0.000625224	0.000516807	0.000509304	0.000601234	0.000523208	0.000482785	0.000491659	0.0005313	0.000493762	0.00047414	0.00048621	0.000658013	0.000481846	0.000555159	0.000554544	0.000514411	0.000521759	0.000507366	0.000521461	0.000499598	0.000517954	0.000526078	0.000495073	0.000529761	0.00051003	0.000661299	0.000577385	0.000546696	0.000617987	0.000514527	0.000501678	0.00052426	0.000508327	0.000492359	0.000528448	0.000537115	0.000462525	0.000482386	0.000530364	0.000493296	0.000474055	0.000466052	0.000489358	0.000461914	0.000604818
PWY-7791: UMP biosynthesis III	0.000488486	0.000564632	0.000496989	0.000493867	0.00049933	0.000516997	0.000460394	0.000522393	0.000480656	0.000495857	0.00039636	0.000476844	0.000499513	0.000507343	0.000513497	0.000433245	0.000515401	0.000528489	0.000494244	0.000511588	0.000552878	0.000420908	0.000520197	0.000444684	0.000408051	0.000512097	0.000575278	0.000451902	0.000358988	0.000361657	0.000430466	0.000542275	0.000474667	0.000496074	0.0004704	0.000517045	0.000572123	0.000371432	0.000567716	0.000468354	0.000561148	0.00058628	0.00061838	0.000497011	0.000457953	0.000498361	0.000460606	0.000541701	0.000482489	0.000502469	0.000518894	0.000495295	0.000544836	0.00145734	0.000486805	0.000532324	0.000514497	0.0004677	0.000466586	0.000478484	0.000513012	0.000468836	0.00049734	0.000426648	0.000491348	0.000520061	0.000461841	0.000516703	0.000502488	0.000499171	0.000521181	0.000586632	0.000501512	0.000486762	0.0004674	0.000625224	0.000516807	0.000509304	0.000601234	0.000523208	0.000482785	0.000491659	0.0005313	0.000493762	0.00047414	0.00048621	0.000658013	0.000481846	0.000555159	0.000554544	0.000514411	0.000521759	0.000507366	0.000521461	0.000499598	0.000517954	0.000526078	0.000495073	0.000529761	0.00051003	0.000661299	0.000577385	0.000546696	0.000617987	0.000514527	0.000501678	0.00052426	0.000508327	0.000492359	0.000528448	0.000537115	0.000462525	0.000482386	0.000530364	0.000493296	0.000474055	0.000466052	0.000489358	0.000461914	0.000604818
PWY-7805: (aminomethyl)phosphonate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31803e-07	0	2.80208e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64451e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07043e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7807: glyphosate degradation III	0	0	0	0	2.31356e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93065e-07	0	2.50443e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36171e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94088e-06	0	0	0	0	0	0	0	0	0	0	6.22582e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0	0	2.78003e-07	0	6.72745e-07	0	1.02916e-06	8.60241e-07	0	0	2.77724e-07	0	0	0	0	6.85631e-07	0	4.4341e-07	9.03066e-07	0	9.77318e-07	0	0	0	3.19707e-07	0	0	0	1.51271e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61025e-07	0	5.47291e-07	2.54418e-07	0	2.92485e-07	0	4.06106e-07	0	0	0	0	1.28929e-06	5.29083e-07	6.9437e-07	0	0	0	0	0	0	0	0	0	0	1.71088e-06	0	0	0	0	6.60777e-07	0	0	0	0	0	8.98601e-07	0	9.06733e-07	6.0082e-07	0	0	0	0	1.53907e-06	0	0	0	0	0	4.92869e-07	0	0	0	9.7459e-07	0	0	0	0	0	1.01e-06	0	0	0	0	0	0	7.25499e-07	1.11109e-06	0	0	6.20608e-07	3.0367e-07	4.33068e-07	6.79922e-07	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0.000150356	0.00019399	0.000112304	0.000136856	0.00010485	0.000156864	9.41266e-05	0.000139047	0.000110869	0.000108492	0.000114472	0.000142617	0.000137465	0.000117752	0.000133899	9.62109e-05	0.000151789	0.000157078	0.000150355	0.000161422	0.000200073	0.000119659	0.000154106	0.000160609	9.86318e-05	0.000178845	0.000174311	0.000131271	8.60997e-05	9.38771e-05	0.000143936	0.000190349	0.000158893	0.000188067	0.000168948	0.00019736	0.000208859	0.000114531	0.000249099	0.000163985	0.000269047	0.000221564	0.000227849	0.000217069	0.000140126	0.000162988	0.000111799	0.000185554	0.000166116	0.000161438	0.000149639	0.000158742	0.000219956	0.000199962	0.000119022	0.000166845	0.00014928	0.000167199	0.000107382	0.000154056	0.000192479	0.000106984	0.000148422	9.55397e-05	0.000180328	0.000188094	0.000124065	0.000135742	0.000142653	0.000103171	0.000148712	0.000207853	0.000180213	0.000135615	0.000141008	0.000246256	0.000172589	0.000124893	0.000198429	0.000116369	0.000149792	0.00014406	0.000167972	0.000129228	0.00018046	0.000174799	0.000240841	0.000128301	0.000160286	0.000157187	0.000115036	0.000187733	0.000174693	0.000144458	9.28863e-05	0.000158508	0.000192047	0.000168141	0.000130923	9.77617e-05	0.000228841	0.000112394	0.000192184	0.000166355	0.000169936	0.000166146	0.000171827	0.000105969	0.000175464	0.000148178	0.000170504	0.000132167	0.000137548	0.000155011	0.000119849	0.000158492	0.00013999	0.000195627	0.000161467	0.000208372
PWY-7858: (5Z)-dodecenoate biosynthesis II	1.73041e-06	1.26023e-06	0	2.93547e-06	6.25232e-07	2.57603e-06	0	1.46483e-06	1.37295e-06	0	0	0	0	0	9.31983e-07	0	5.73863e-07	1.65641e-06	0	0	1.30153e-06	2.18187e-06	7.31412e-07	8.96673e-07	1.41423e-05	0	5.92284e-06	4.65665e-06	1.09407e-06	1.0424e-06	1.12251e-06	0	1.85198e-06	0	8.27757e-07	9.67951e-06	0	0	7.07366e-06	1.09236e-06	4.26173e-06	1.25616e-06	9.9665e-06	0	0	0	0	1.89397e-06	4.81026e-06	0	0	1.75466e-06	1.93866e-06	0	0	0	2.28238e-06	0	0	1.78834e-06	1.4895e-06	0	1.37705e-06	0	4.60595e-06	3.1597e-06	0	0	9.50078e-06	0	0	0	6.02807e-06	0	0	1.21505e-06	1.33531e-06	1.07784e-06	0	9.19011e-07	1.87348e-06	0	0	0	2.37105e-06	1.8822e-06	8.41451e-06	0	0	1.22945e-06	0	6.74024e-07	1.31381e-06	0	0	0	0	6.36349e-07	8.61372e-07	0	7.71661e-07	0	0	0	7.20371e-07	0	0	0	9.17782e-06	0	0	1.68124e-06	6.58676e-07	2.30805e-06	1.861e-06	1.21023e-06	0	6.4384e-07	3.72715e-06	1.20008e-06
PWY-7873: D-erythronate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88383e-07	0	3.26335e-07	6.10307e-07	0	0	0	0	0	0	0	6.40455e-07	0	0	3.31886e-07	0	0	0	3.02924e-07	0	0	0	0	2.8903e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82302e-07	0	0	0	0	0	0	0	0	0	0	3.14003e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08177e-07	0	0	0	0	0
PWY-7874: L-threonate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60008e-06	0	9.04648e-07	7.765e-07	0	0	0	0	0	0	1.00536e-07	2.50584e-06	0	0	3.31886e-07	0	0	0	3.30838e-07	0	0	0	0	3.34724e-07	0	0	0	0	0	6.43701e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82302e-07	0	0	0	0	0	0	0	0	0	0	1.24406e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08361e-07	3.75999e-07	0	0	0	0	0
PWY-7883: anhydromuropeptides recycling II	0	0	0	0	0	0	0	2.30888e-07	0	0	0	0	0	0	1.35472e-06	0	0	0	0	0	0	0	0	0	1.89942e-06	0	1.44613e-06	2.85948e-06	0	2.23572e-07	0	0	0	0	0	0	0	0	0	1.04801e-06	0	0	1.4863e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58018e-07	3.17445e-07	0	4.83004e-07	0	0	0	0	0	0	0	0	0	9.49244e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31538e-06	0	0	0	0	0	0	0	0	2.86641e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7942: 5-oxo-L-proline metabolism	0	4.24575e-07	0	0	0	7.42255e-07	0	5.57733e-07	0	1.35387e-06	0	0	0	0	6.6195e-07	0	1.19588e-06	0	0	0	0	0	1.04037e-06	0	8.95374e-06	0	8.11569e-06	5.53113e-06	0	9.52847e-07	1.06561e-06	1.43682e-06	0	1.19772e-06	1.93626e-06	2.02769e-05	5.69777e-06	0	1.23303e-06	0	1.15372e-06	0	0	0	4.78683e-06	1.3885e-06	0	4.53913e-06	0	0	0	4.32782e-06	0	1.48951e-06	0	0	0	0	0	2.06051e-06	0	0	0	0	1.53123e-06	0	0	0	0	0	0	0	7.57367e-06	0	0	3.9021e-06	5.34723e-07	0	0	0	1.53249e-06	0	0	8.60559e-07	4.66027e-06	0	1.60566e-05	0	6.28958e-07	0	0	0	0	0	0	0	0	3.57345e-06	9.52115e-07	0	0	8.80345e-07	0	0	0	0	4.89281e-06	0	0	0	0	6.75895e-07	0	3.74985e-06	1.232e-06	0	0	0	9.91223e-07	0
PWY-7948: 4-oxopentanoate degradation	1.10813e-06	8.37896e-07	1.30905e-06	2.52736e-06	1.92871e-06	0	2.21054e-06	1.85012e-06	2.17312e-06	3.08718e-06	7.94621e-07	1.52096e-06	6.13979e-07	6.72551e-07	7.08206e-07	1.45574e-06	3.81546e-07	0	7.37585e-07	0	7.08565e-07	5.13345e-07	9.81588e-07	0	2.70961e-06	0	0	1.80974e-06	3.03861e-06	0	1.50843e-06	6.08748e-07	5.56769e-07	0	1.27998e-06	0	9.70151e-07	7.41534e-07	1.04333e-06	1.26381e-06	0	1.24125e-06	0	0	2.7679e-06	6.82838e-07	0	1.47321e-06	0	1.06847e-06	2.78541e-06	1.77526e-06	0	0	1.3124e-06	0	1.19128e-06	4.40468e-07	1.98405e-06	2.01807e-06	1.50641e-06	3.7169e-07	1.80536e-06	5.37361e-07	9.18098e-07	5.5149e-07	8.1042e-07	1.03455e-06	0	1.15293e-06	1.7658e-06	0	0	1.02934e-06	0	0	0	3.67111e-06	0	1.43333e-06	2.26665e-06	1.11157e-06	0	2.14213e-06	0	0	0	7.92702e-07	2.07059e-06	1.33327e-06	1.83669e-06	0	0	1.25911e-06	4.0055e-07	0	0	0	1.70813e-06	1.69464e-06	0	1.31449e-06	0	0	1.65321e-06	0	0	7.00644e-07	1.18901e-06	1.38812e-06	9.19713e-07	3.30198e-06	9.24983e-07	0	1.88915e-06	1.25164e-06	4.42381e-07	1.26003e-06	2.67788e-06	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.000210065	0.000257992	0.000159208	0.00018176	0.000162822	0.00022836	0.000160849	0.000198596	0.000162164	0.000175284	0.0001648	0.0001884	0.000195389	0.000194668	0.000193162	0.000136726	0.000213328	0.000225207	0.000204974	0.000212942	0.000227372	0.000185321	0.00021025	0.000219666	0.000177145	0.000242218	0.000250498	0.000204993	0.000149322	0.000147623	0.000196812	0.00026852	0.00021498	0.000244128	0.000229051	0.000271885	0.000278636	0.000154976	0.000322228	0.000244336	0.000345194	0.000283305	0.00033268	0.000287842	0.000207013	0.000240988	0.000168284	0.000250648	0.000271034	0.000218239	0.000214598	0.000206364	0.000257813	0.000234124	0.000152183	0.000216554	0.000216603	0.000215926	0.000147646	0.000216332	0.000234117	0.000159052	0.00021499	0.000137235	0.000253208	0.000237129	0.000179206	0.00018248	0.000226076	0.000157041	0.000205003	0.000279464	0.000262774	0.000207529	0.000183075	0.000309878	0.000226535	0.000170575	0.000264978	0.000168565	0.000195128	0.000205897	0.000223202	0.000204937	0.00022134	0.00025537	0.000333806	0.00018618	0.00019751	0.000212073	0.00015592	0.000231809	0.000223063	0.000187359	0.000123672	0.000189415	0.000225699	0.000244348	0.00018935	0.000141143	0.000292383	0.000159393	0.000237057	0.000229316	0.000212088	0.000216321	0.000216578	0.000153259	0.000242488	0.000198726	0.000193042	0.000185924	0.000188698	0.000201768	0.000195929	0.000215399	0.000193309	0.000244086	0.000209431	0.000303465
PWY-7977: L-methionine biosynthesis IV	6.53691e-05	4.36806e-05	7.4326e-05	6.74101e-05	9.13627e-05	7.91611e-05	7.23387e-05	0.0001191	6.52661e-05	6.03352e-05	7.83958e-05	7.66074e-05	9.15231e-05	7.76459e-05	0.000105357	6.04691e-05	5.89282e-05	0.00011201	0.000135864	0.000142802	9.03218e-05	5.52975e-05	6.18323e-05	3.22488e-05	9.75299e-05	8.26978e-05	9.43065e-05	8.45487e-05	8.16111e-05	8.14918e-05	6.63761e-05	6.95801e-05	6.19773e-05	4.78672e-05	5.74951e-05	0.000102672	6.08291e-05	2.79266e-05	8.29657e-05	8.3134e-05	5.0732e-05	0.000100032	9.48016e-05	8.22831e-05	7.78586e-05	4.94153e-05	6.91413e-05	7.7684e-05	7.05115e-05	7.27959e-05	8.39618e-05	6.76443e-05	6.51366e-05	3.90053e-05	8.4971e-05	8.95983e-05	0.000136082	7.70893e-05	7.61494e-05	7.79825e-05	7.10944e-05	5.68027e-05	9.78183e-05	6.37048e-05	6.05554e-05	7.72248e-05	7.55244e-05	7.43103e-05	0.000115934	7.39636e-05	8.67525e-05	5.49471e-05	7.85258e-05	4.87354e-05	4.71833e-05	5.79626e-05	8.65135e-05	8.53709e-05	9.37135e-05	6.09372e-05	7.25031e-05	3.83093e-05	8.96981e-05	6.24501e-05	7.40842e-05	7.10693e-05	7.74143e-05	5.82907e-05	4.39756e-05	8.61416e-05	8.65796e-05	9.98277e-05	0.000106448	7.42415e-05	9.25746e-05	6.1992e-05	6.57654e-05	5.56338e-05	0.00010571	6.30833e-05	7.33874e-05	9.46289e-05	8.05137e-05	2.77743e-05	8.87296e-05	6.36867e-05	0.000121567	3.86909e-05	6.68426e-05	5.73031e-05	8.26214e-05	6.43936e-05	0.000117175	0.000129958	6.6162e-05	8.58697e-05	7.58848e-05	6.23679e-05	7.63801e-05	6.58061e-05
PWY-7992: superpathway of menaquinol-8 biosynthesis III	3.41341e-06	0	0	0	5.94157e-06	2.38009e-06	4.85016e-06	6.88563e-06	1.87957e-06	1.55828e-06	0	0	0	3.25528e-06	4.32031e-06	0	3.82948e-06	5.44689e-06	7.60977e-06	8.14091e-06	4.38991e-06	0	0	0	3.03876e-06	0	5.9253e-06	3.07637e-06	1.38498e-06	5.22405e-06	2.21891e-06	1.85529e-06	0	0	1.46569e-06	0	5.19168e-06	1.32524e-06	5.55881e-06	1.59155e-06	4.44157e-06	1.52908e-06	1.06079e-06	2.41133e-06	3.25555e-06	0	4.2301e-06	2.59119e-06	0	1.81284e-06	1.39322e-06	3.90377e-06	0	4.17814e-06	0	2.59367e-06	7.53241e-06	0	0	2.8509e-06	1.73368e-06	0	5.49543e-06	0	1.95268e-06	0	3.22185e-06	4.73122e-06	2.90702e-06	5.82286e-06	0	0	2.55986e-06	3.00055e-06	0	0	1.9379e-06	4.54859e-06	5.03458e-06	1.94912e-06	4.21062e-06	2.43191e-06	4.99238e-06	1.71429e-06	4.48944e-06	3.25808e-06	0	0	1.54743e-06	0	1.78505e-06	5.55329e-06	5.36943e-06	2.56018e-06	5.98681e-06	2.84377e-06	1.65541e-06	2.63607e-06	6.7374e-06	0	4.17562e-06	0	5.40207e-06	0	2.44825e-06	3.38791e-06	5.57617e-06	3.07549e-06	1.35456e-06	2.25908e-06	1.94469e-06	4.36453e-06	5.26118e-06	7.53793e-06	2.90782e-06	4.42099e-06	3.99309e-06	0	3.35264e-06	4.89438e-06
